tagId,timestamp,coordinates_x,coordinates_y
28261,1548053258.03,6532,2651
27005,1548053258.05,3329,738
28261,1548053258.07,6528,2651
27005,1548053258.09,3329,738
28261,1548053258.11,6528,2651
27005,1548053258.13,3329,738
28261,1548053258.15,6528,2651
27005,1548053258.17,3329,738
28261,1548053258.19,6528,2651
27005,1548053258.21,3329,737
28261,1548053258.23,6528,2651
27005,1548053258.25,3329,737
28261,1548053258.27,6526,2652
27005,1548053258.29,3330,736
28261,1548053258.31,6524,2658
27005,1548053258.33,3330,737
28261,1548053258.36,6523,2686
27005,1548053258.38,3330,737
28261,1548053258.40,6521,2721
27005,1548053258.42,3330,737
28261,1548053258.44,6514,2762
27005,1548053258.46,3331,737
28261,1548053258.48,6514,2805
27005,1548053258.50,3332,736
28261,1548053258.52,6496,2823
27005,1548053258.54,3332,737
28261,1548053258.56,6480,2834
27005,1548053258.58,3333,735
28261,1548053258.60,6463,2871
27005,1548053258.62,3332,735
28261,1548053258.64,6447,2923
27005,1548053258.66,3332,735
28261,1548053258.69,6425,2951
27005,1548053258.71,3333,733
28261,1548053258.73,6395,2963
27005,1548053258.75,3333,731
28261,1548053258.77,6375,2968
27005,1548053258.79,3333,731
28261,1548053258.81,6364,2973
27005,1548053258.83,3333,729
28261,1548053258.85,6351,2973
27005,1548053258.87,3333,729
28261,1548053258.89,6331,2973
27005,1548053258.91,3334,729
28261,1548053258.93,6320,2973
27005,1548053258.96,3334,731
28261,1548053258.98,6309,2973
27005,1548053258.99,3334,731
28261,1548053259.01,6296,2973
27005,1548053259.04,3334,731
28261,1548053259.06,6283,2975
27005,1548053259.08,3334,731
28261,1548053259.10,6272,2978
27005,1548053259.12,3334,731
28261,1548053259.14,6230,2980
27005,1548053259.16,3336,731
28261,1548053259.18,6159,2984
27005,1548053259.20,3334,731
28261,1548053259.22,6101,2987
27005,1548053259.24,3334,731
28261,1548053259.26,6062,2989
27005,1548053259.28,3334,731
28261,1548053259.30,6044,2992
27005,1548053259.32,3334,731
28261,1548053259.35,5999,2992
27005,1548053259.37,3334,729
28261,1548053259.39,5947,2994
27005,1548053259.41,3334,727
28261,1548053259.43,5919,2998
27005,1548053259.45,3333,725
28261,1548053259.47,5866,3004
27005,1548053259.49,3333,725
28261,1548053259.51,5803,3004
27005,1548053259.53,3333,722
28261,1548053259.55,5756,3004
27005,1548053259.57,3332,722
28261,1548053259.59,5720,3004
27005,1548053259.61,3333,722
28261,1548053259.63,5688,3004
27005,1548053259.65,3333,722
28261,1548053259.67,5642,3004
27005,1548053259.69,3333,722
28261,1548053259.71,5589,3011
27005,1548053259.73,3333,721
28261,1548053259.76,5549,3031
27005,1548053259.78,3332,721
28261,1548053259.80,5473,3048
27005,1548053259.82,3332,720
28261,1548053259.84,5405,3058
27005,1548053259.86,3333,718
28261,1548053259.88,5354,3065
27005,1548053259.90,3332,718
28261,1548053259.93,5311,3073
27005,1548053259.95,3331,718
28261,1548053259.97,5310,3091
27005,1548053259.99,3331,718
28261,1548053260.01,5307,3091
27005,1548053260.03,3332,715
28261,1548053260.05,5302,3100
27005,1548053260.07,3332,715
28261,1548053260.09,5294,3102
27005,1548053260.11,3333,712
28261,1548053260.13,5288,3102
27005,1548053260.15,3333,712
28261,1548053260.17,5274,3103
27005,1548053260.19,3333,711
28261,1548053260.21,5250,3103
27005,1548053260.23,3333,710
28261,1548053260.26,5241,3107
27005,1548053260.28,3332,710
28261,1548053260.30,5241,3113
27005,1548053260.32,3333,707
28261,1548053260.34,5241,3120
27005,1548053260.36,3333,707
28261,1548053260.39,5241,3127
27005,1548053260.41,3332,705
28261,1548053260.43,5241,3129
27005,1548053260.45,3332,705
28261,1548053260.47,5227,3134
27005,1548053260.49,3333,703
28261,1548053260.51,5222,3140
27005,1548053260.53,3333,700
28261,1548053260.55,5212,3145
27005,1548053260.57,3334,700
28261,1548053260.59,5208,3158
27005,1548053260.61,3334,700
28261,1548053260.63,5198,3166
27005,1548053260.65,3334,700
28261,1548053260.67,5186,3172
27005,1548053260.70,3334,699
28261,1548053260.71,5186,3179
27005,1548053260.73,3334,699
28261,1548053260.75,5161,3181
27005,1548053260.78,3334,699
28261,1548053260.80,5159,3184
27005,1548053260.82,3335,699
28261,1548053260.84,5128,3184
27005,1548053260.87,3334,699
28261,1548053260.89,5121,3184
27005,1548053260.92,3334,697
28261,1548053260.94,5119,3184
27005,1548053260.96,3334,696
28261,1548053260.98,5117,3199
27005,1548053261.01,3335,696
28261,1548053261.03,5109,3217
27005,1548053261.05,3335,696
28261,1548053261.08,5096,3237
27005,1548053261.09,3336,694
28261,1548053261.11,5087,3252
27005,1548053261.14,3336,692
28261,1548053261.16,5087,3403
27005,1548053261.18,3336,692
28261,1548053261.20,5087,3553
27005,1548053261.22,3339,691
28261,1548053261.24,5082,3555
27005,1548053261.27,3340,688
28261,1548053261.29,5082,3558
27005,1548053261.31,3340,686
28261,1548053261.33,5078,3561
27005,1548053261.36,3341,683
28261,1548053261.38,5079,3561
27005,1548053261.40,3340,678
28261,1548053261.42,5079,3561
27005,1548053261.44,3341,678
28261,1548053261.45,5079,3561
27005,1548053261.47,3341,678
28261,1548053261.49,5079,3561
27005,1548053261.51,3340,678
28261,1548053261.53,5079,3561
27005,1548053261.55,3340,676
28261,1548053261.58,5079,3561
27005,1548053261.60,3341,676
28261,1548053261.62,5079,3561
27005,1548053261.64,3340,675
28261,1548053261.66,5079,3561
27005,1548053261.68,3340,676
28261,1548053261.70,5079,3561
27005,1548053261.72,3340,675
28261,1548053261.74,5079,3561
27005,1548053261.76,3340,675
28261,1548053261.78,5079,3561
27005,1548053261.80,3338,675
28261,1548053261.82,5087,3558
27005,1548053261.84,3336,675
28261,1548053261.87,5093,3555
27005,1548053261.89,3336,673
28261,1548053261.91,5097,3553
27005,1548053261.93,3336,672
28261,1548053261.95,5135,3441
27005,1548053261.97,3338,671
28261,1548053261.99,5190,3249
27005,1548053262.01,3338,671
28261,1548053262.03,5215,3170
27005,1548053262.05,3338,672
28261,1548053262.07,5221,3168
27005,1548053262.09,3337,672
28261,1548053262.11,5221,3168
27005,1548053262.13,3337,672
28261,1548053262.15,5224,3159
27005,1548053262.18,3337,672
28261,1548053262.20,5228,3149
27005,1548053262.28,3336,673
28261,1548053262.30,5231,3147
27005,1548053262.32,3335,673
28261,1548053262.34,5232,3146
27005,1548053262.36,3334,672
28261,1548053262.38,5233,3146
27005,1548053262.40,3331,672
28261,1548053262.42,5234,3146
27005,1548053262.44,3330,673
28261,1548053262.47,5234,3142
27005,1548053262.49,3330,675
28261,1548053262.51,5234,3140
27005,1548053262.53,3329,675
28261,1548053262.55,5234,3135
27005,1548053262.57,3328,675
28261,1548053262.60,5235,3133
27005,1548053262.62,3328,675
28261,1548053262.64,5235,3132
27005,1548053262.66,3327,675
28261,1548053262.68,5235,3130
27005,1548053262.70,3327,676
28261,1548053262.72,5235,3128
27005,1548053262.75,3327,676
28261,1548053262.77,5235,3128
27005,1548053262.79,3327,676
28261,1548053262.81,5236,3127
27005,1548053262.83,3327,676
28261,1548053262.85,5236,3125
27005,1548053262.87,3327,677
28261,1548053262.89,5237,3121
27005,1548053262.92,3327,679
28261,1548053262.94,5236,3119
27005,1548053262.96,3327,680
28261,1548053262.98,5236,3119
27005,1548053263.00,3327,682
28261,1548053263.02,5237,3121
27005,1548053263.04,3328,685
28261,1548053263.06,5243,3121
27005,1548053263.08,3328,687
28261,1548053263.10,5237,3121
27005,1548053263.12,3328,687
28261,1548053263.15,5237,3119
27005,1548053263.17,3328,692
28261,1548053263.19,5237,3117
27005,1548053263.21,3328,696
28261,1548053263.23,5236,3117
27005,1548053263.26,3328,696
28261,1548053263.28,5236,3116
27005,1548053263.30,3328,696
28261,1548053263.32,5237,3115
27005,1548053263.34,3328,696
28261,1548053263.36,5242,3110
27005,1548053263.39,3328,697
28261,1548053263.41,5236,3110
27005,1548053263.43,3328,697
28261,1548053263.45,5243,3104
27005,1548053263.47,3328,699
28261,1548053263.49,5251,3103
27005,1548053263.52,3328,701
28261,1548053263.54,5251,3100
27005,1548053263.56,3328,701
28261,1548053263.58,5252,3086
27005,1548053263.60,3328,701
28261,1548053263.62,5254,3073
27005,1548053263.64,3329,701
28261,1548053263.66,5255,3073
27005,1548053263.68,3329,701
28261,1548053263.71,5255,3066
27005,1548053263.73,3330,702
28261,1548053263.75,5255,3058
27005,1548053263.77,3331,704
28261,1548053263.79,5260,3050
27005,1548053263.81,3331,707
28261,1548053263.83,5266,3050
27005,1548053263.85,3331,709
28261,1548053263.87,5273,3050
27005,1548053263.89,3331,711
28261,1548053263.91,5283,3050
27005,1548053263.93,3333,713
28261,1548053263.95,5290,3050
27005,1548053263.97,3334,714
28261,1548053264.00,5294,3050
27005,1548053264.02,3335,716
28261,1548053264.04,5332,3050
27005,1548053264.06,3335,716
28261,1548053264.08,5332,3050
27005,1548053264.10,3336,722
28261,1548053264.12,5345,3058
27005,1548053264.14,3337,730
28261,1548053264.16,5354,3061
27005,1548053264.18,3338,731
28261,1548053264.20,5374,3068
27005,1548053264.22,3338,732
28261,1548053264.24,5374,3068
27005,1548053264.26,3339,733
28261,1548053264.28,5374,3068
27005,1548053264.30,3341,733
28261,1548053264.32,5374,3081
27005,1548053264.35,3344,733
28261,1548053264.37,5375,3096
27005,1548053264.39,3344,737
28261,1548053264.41,5380,3108
27005,1548053264.43,3341,737
28261,1548053264.45,5383,3125
27005,1548053264.47,3339,737
28261,1548053264.49,5384,3143
27005,1548053264.51,3340,746
28261,1548053264.53,5389,3151
27005,1548053264.55,3340,746
28261,1548053264.57,5389,3159
27005,1548053264.59,3340,746
28261,1548053264.61,5389,3168
27005,1548053264.63,3340,746
28261,1548053264.65,5393,3168
27005,1548053264.67,3340,746
28261,1548053264.69,5395,3181
27005,1548053264.71,3340,746
28261,1548053264.73,5391,3194
27005,1548053264.75,3340,747
28261,1548053264.77,5391,3194
27005,1548053264.80,3340,747
28261,1548053264.81,5391,3194
27005,1548053264.83,3340,747
28261,1548053264.86,5395,3199
27005,1548053264.88,3340,747
28261,1548053264.90,5395,3199
27005,1548053264.92,3340,747
28261,1548053264.94,5400,3202
27005,1548053264.96,3340,747
28261,1548053264.98,5407,3202
27005,1548053265.00,3343,747
28261,1548053265.02,5407,3202
27005,1548053265.04,3343,742
28261,1548053265.06,5413,3202
27005,1548053265.08,3343,739
28261,1548053265.10,5416,3207
27005,1548053265.12,3340,737
28261,1548053265.15,5417,3207
27005,1548053265.17,3343,735
28261,1548053265.19,5417,3209
27005,1548053265.21,3343,733
28261,1548053265.23,5419,3209
27005,1548053265.25,3340,733
28261,1548053265.27,5419,3209
27005,1548053265.30,3342,733
28261,1548053265.32,5421,3209
27005,1548053265.34,3341,733
28261,1548053265.36,5422,3209
27005,1548053265.38,3341,732
28261,1548053265.40,5423,3209
27005,1548053265.42,3340,731
28261,1548053265.44,5424,3207
27005,1548053265.46,3340,724
28261,1548053265.48,5424,3207
27005,1548053265.50,3339,724
28261,1548053265.52,5427,3207
27005,1548053265.54,3338,717
28261,1548053265.56,5430,3205
27005,1548053265.58,3338,717
28261,1548053265.60,5430,3205
27005,1548053265.63,3339,716
28261,1548053265.65,5433,3204
27005,1548053265.67,3340,712
28261,1548053265.69,5433,3205
27005,1548053265.71,3340,712
28261,1548053265.73,5433,3205
27005,1548053265.75,3341,712
28261,1548053265.77,5433,3204
27005,1548053265.79,3341,717
28261,1548053265.81,5433,3203
27005,1548053265.83,3342,712
28261,1548053265.85,5430,3202
27005,1548053265.87,3341,712
28261,1548053265.89,5433,3200
27005,1548053265.91,3342,712
28261,1548053265.93,5433,3202
27005,1548053265.95,3341,707
28261,1548053265.97,5434,3203
27005,1548053265.99,3342,707
28261,1548053266.01,5434,3203
27005,1548053266.04,3343,708
28261,1548053266.06,5434,3204
27005,1548053266.08,3343,712
28261,1548053266.10,5436,3203
27005,1548053266.12,3343,716
28261,1548053266.14,5439,3203
27005,1548053266.16,3343,708
28261,1548053266.18,5442,3202
27005,1548053266.20,3343,716
28261,1548053266.22,5446,3202
27005,1548053266.24,3343,714
28261,1548053266.26,5449,3202
27005,1548053266.28,3343,721
28261,1548053266.30,5451,3202
27005,1548053266.32,3343,724
28261,1548053266.34,5449,3199
27005,1548053266.36,3344,726
28261,1548053266.39,5446,3199
27005,1548053266.41,3344,730
28261,1548053266.43,5442,3199
27005,1548053266.45,3344,733
28261,1548053266.47,5442,3198
27005,1548053266.49,3344,733
28261,1548053266.51,5438,3198
27005,1548053266.53,3345,733
28261,1548053266.55,5434,3198
27005,1548053266.57,3345,733
28261,1548053266.59,5433,3196
27005,1548053266.61,3345,733
28261,1548053266.63,5434,3196
27005,1548053266.65,3345,736
28261,1548053266.67,5434,3198
27005,1548053266.69,3345,740
28261,1548053266.71,5434,3196
27005,1548053266.73,3346,740
28261,1548053266.75,5433,3194
27005,1548053266.77,3346,740
28261,1548053266.79,5433,3196
27005,1548053266.81,3345,740
28261,1548053266.83,5434,3196
27005,1548053266.85,3345,740
28261,1548053266.87,5438,3196
27005,1548053266.89,3346,740
28261,1548053266.91,5438,3194
27005,1548053266.93,3346,737
28261,1548053266.96,5442,3193
27005,1548053266.98,3346,735
28261,1548053267.00,5447,3193
27005,1548053267.02,3346,733
28261,1548053267.04,5452,3193
27005,1548053267.06,3346,733
28261,1548053267.08,5460,3193
27005,1548053267.11,3346,733
28261,1548053267.13,5452,3192
27005,1548053267.15,3347,733
28261,1548053267.17,5458,3192
27005,1548053267.19,3347,733
28261,1548053267.21,5458,3191
27005,1548053267.23,3346,728
28261,1548053267.25,5458,3191
27005,1548053267.27,3345,728
28261,1548053267.36,5458,3189
27005,1548053267.37,3345,721
28261,1548053267.40,5458,3189
27005,1548053267.42,3345,719
28261,1548053267.44,5458,3189
27005,1548053267.46,3345,721
28261,1548053267.49,5458,3189
27005,1548053267.51,3346,721
28261,1548053267.53,5458,3187
27005,1548053267.55,3345,724
28261,1548053267.57,5458,3187
27005,1548053267.59,3345,724
28261,1548053267.62,5458,3187
27005,1548053267.64,3345,721
28261,1548053267.66,5464,3185
27005,1548053267.68,3345,719
28261,1548053267.70,5466,3185
27005,1548053267.72,3344,718
28261,1548053267.74,5468,3185
27005,1548053267.76,3343,716
28261,1548053267.78,5468,3185
27005,1548053267.80,3343,713
28261,1548053267.82,5472,3185
27005,1548053267.84,3342,713
28261,1548053267.87,5472,3185
27005,1548053267.89,3341,713
28261,1548053267.91,5472,3184
27005,1548053267.93,3341,713
28261,1548053267.95,5472,3182
27005,1548053267.98,3340,709
28261,1548053268.00,5472,3182
27005,1548053268.01,3340,709
28261,1548053268.03,5472,3182
27005,1548053268.06,3340,713
28261,1548053268.08,5472,3182
27005,1548053268.10,3341,713
28261,1548053268.12,5472,3181
27005,1548053268.14,3340,713
28261,1548053268.16,5473,3180
27005,1548053268.18,3340,716
28261,1548053268.20,5476,3180
27005,1548053268.22,3340,716
28261,1548053268.24,5476,3180
27005,1548053268.27,3340,716
28261,1548053268.29,5473,3180
27005,1548053268.31,3339,716
28261,1548053268.33,5473,3180
27005,1548053268.35,3339,716
28261,1548053268.37,5473,3180
27005,1548053268.39,3339,716
28261,1548053268.41,5476,3180
27005,1548053268.43,3339,716
28261,1548053268.45,5476,3178
27005,1548053268.47,3339,716
28261,1548053268.50,5476,3176
27005,1548053268.52,3337,716
28261,1548053268.54,5473,3176
27005,1548053268.56,3336,716
28261,1548053268.58,5475,3176
27005,1548053268.60,3336,716
28261,1548053268.62,5475,3178
27005,1548053268.65,3336,716
28261,1548053268.67,5472,3176
27005,1548053268.69,3336,716
28261,1548053268.71,5470,3178
27005,1548053268.73,3335,716
28261,1548053268.75,5470,3178
27005,1548053268.77,3335,716
28261,1548053268.79,5470,3178
27005,1548053268.81,3335,716
28261,1548053268.83,5469,3176
27005,1548053268.85,3335,716
28261,1548053268.87,5468,3178
27005,1548053268.89,3336,716
28261,1548053268.91,5468,3180
27005,1548053268.94,3337,716
28261,1548053268.95,5467,3178
27005,1548053268.97,3338,716
28261,1548053268.99,5466,3176
27005,1548053269.02,3338,716
28261,1548053269.04,5466,3175
27005,1548053269.06,3339,717
28261,1548053269.08,5466,3174
27005,1548053269.10,3339,717
28261,1548053269.12,5467,3174
27005,1548053269.15,3340,719
28261,1548053269.17,5468,3173
27005,1548053269.19,3340,717
28261,1548053269.21,5468,3173
27005,1548053269.23,3341,720
28261,1548053269.25,5469,3172
27005,1548053269.27,3340,720
28261,1548053269.29,5468,3172
27005,1548053269.31,3339,720
28261,1548053269.33,5468,3170
27005,1548053269.36,3339,721
28261,1548053269.38,5468,3172
27005,1548053269.40,3340,722
28261,1548053269.43,5467,3172
27005,1548053269.45,3340,722
28261,1548053269.47,5466,3173
27005,1548053269.50,3340,722
28261,1548053269.52,5465,3173
27005,1548053269.54,3340,722
28261,1548053269.56,5465,3172
27005,1548053269.58,3340,723
28261,1548053269.60,5464,3173
27005,1548053269.62,3340,722
28261,1548053269.64,5464,3174
27005,1548053269.66,3340,722
28261,1548053269.68,5462,3174
27005,1548053269.70,3339,722
28261,1548053269.72,5462,3174
27005,1548053269.74,3340,722
28261,1548053269.76,5460,3175
27005,1548053269.78,3340,722
28261,1548053269.80,5458,3175
27005,1548053269.82,3340,722
28261,1548053269.84,5457,3175
27005,1548053269.87,3340,722
28261,1548053269.89,5457,3175
27005,1548053269.91,3339,722
28261,1548053269.93,5457,3175
27005,1548053269.95,3339,722
28261,1548053269.97,5456,3175
27005,1548053269.99,3339,722
28261,1548053270.01,5456,3175
27005,1548053270.03,3339,722
28261,1548053270.06,5456,3175
27005,1548053270.08,3339,722
28261,1548053270.10,5456,3175
27005,1548053270.12,3340,722
28261,1548053270.14,5456,3175
27005,1548053270.16,3340,722
28261,1548053270.19,5456,3175
27005,1548053270.21,3339,722
28261,1548053270.23,5456,3176
27005,1548053270.25,3334,722
28261,1548053270.27,5455,3176
27005,1548053270.29,3334,722
28261,1548053270.31,5456,3176
27005,1548053270.33,3333,722
28261,1548053270.35,5455,3177
27005,1548053270.37,3332,722
28261,1548053270.39,5453,3178
27005,1548053270.41,3332,721
28261,1548053270.43,5451,3180
27005,1548053270.45,3332,722
28261,1548053270.48,5451,3180
27005,1548053270.50,3332,722
28261,1548053270.52,5450,3181
27005,1548053270.54,3332,723
28261,1548053270.56,5451,3183
27005,1548053270.58,3332,723
28261,1548053270.60,5451,3185
27005,1548053270.62,3332,723
28261,1548053270.65,5450,3185
27005,1548053270.67,3332,723
28261,1548053270.69,5450,3187
27005,1548053270.71,3332,723
28261,1548053270.73,5450,3187
27005,1548053270.75,3331,724
28261,1548053270.77,5451,3185
27005,1548053270.79,3330,724
28261,1548053270.81,5454,3185
27005,1548053270.83,3331,724
28261,1548053270.86,5454,3187
27005,1548053270.88,3331,724
28261,1548053270.90,5454,3185
27005,1548053270.92,3331,725
28261,1548053270.94,5454,3187
27005,1548053270.96,3331,729
28261,1548053270.98,5454,3187
27005,1548053271.00,3331,729
28261,1548053271.02,5454,3187
27005,1548053271.04,3331,731
28261,1548053271.07,5454,3187
27005,1548053271.09,3332,731
28261,1548053271.11,5454,3187
27005,1548053271.13,3332,731
28261,1548053271.15,5454,3187
27005,1548053271.17,3332,732
28261,1548053271.19,5451,3187
27005,1548053271.21,3332,732
